,Unnamed: 0,_id,address,ambience_rating,food_rating,rating,rest_name,review,review_length,review_title,rid,service_rating,url
99,99,5501b099ce17c917795f5e66,"563 Ruger St.San Francisco, CA  94129",5.0,5.0,4.1,Presidio Social Club,The restaurant is quite noisey. We were seated close to some young men who's language was an issue.,99,The restaurant is quite noisey.,10060,3.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=34
100,100,5501b099ce17c917795f5e67,"563 Ruger St.San Francisco, CA  94129",3.0,3.0,4.1,Presidio Social Club,Need to review and upgrade wine list by the glass.,50,Need to review and upgrade,10060,3.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=35
101,101,5501b09ace17c917795f5e68,"563 Ruger St.San Francisco, CA  94129",5.0,3.0,4.1,Presidio Social Club,"Presidio Social Club is a very fun, upbeat place. Great for parties!!",69,Presidio Social Club is a,10060,4.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=36
102,102,5501b09ace17c917795f5e69,"563 Ruger St.San Francisco, CA  94129",5.0,4.0,4.1,Presidio Social Club,"great fresh American food. drinks, wine, appetizers, entrees and desserts are always fresh and well prepared",108,great fresh American food.,10060,4.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=37
103,103,5501b09ace17c917795f5e6a,"563 Ruger St.San Francisco, CA  94129",4.0,4.0,4.1,Presidio Social Club,"A very solid, consistent, spot. The food is nothing fancy, but is always high quality and thoughtfully done. The varied seating options is nice....you get a different experience depending on where you site (bar, private table, communal long table). Great place we go to often.",276,"A very solid, consistent,",10060,4.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=38
104,104,5501b09ace17c917795f5e6b,"563 Ruger St.San Francisco, CA  94129",4.0,4.0,4.1,Presidio Social Club,"Great informal atmosphere with easy, free parking.",50,Great informal atmosphere,10060,4.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=39
105,105,5501b09ace17c917795f5e6c,"563 Ruger St.San Francisco, CA  94129",4.0,4.0,4.1,Presidio Social Club,"The restaurant has a nostalgic feel that seems to take diners back to the era of the Rat Pack. The reinvention of comfort food is an excellent fit for the physical style of the restaurant.

The desserts are great.

The bar is one of the best in the city.",254,The restaurant has a nostalgic,10060,5.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=40
106,106,5501b09bce17c917795f5e6d,"563 Ruger St.San Francisco, CA  94129",2.0,4.0,4.1,Presidio Social Club,"children next to us were up and down, out of seats, under our table. No help from waitstaff. Hard to get waiters attention for second glass of wine. Excellent sea scallops",171,children next to us were up,10060,4.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=41
107,107,5501b09bce17c917795f5e6e,"563 Ruger St.San Francisco, CA  94129",5.0,4.0,4.1,Presidio Social Club,Really appreciated the appetizer that arrived due to the reservation running behind!!,85,Really appreciated the appetizer,10060,4.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=42
108,108,5501b09bce17c917795f5e6f,"563 Ruger St.San Francisco, CA  94129",5.0,4.0,4.1,Presidio Social Club,"amazing.  fine dining without the attitude. service is friendly, attentive, but not so much so that you're uncomfortable.  great setting, great menu, great food.",161,amazing.  fine dining without,10060,5.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=43
109,109,5501b09bce17c917795f5e70,"563 Ruger St.San Francisco, CA  94129",4.0,5.0,4.1,Presidio Social Club,great food and drinks. causual but classy atmosphere.,53,great food and drinks. causual,10060,5.0,http://www.opentable.com/presidio-social-club?rid=10060&tab=2&page=44
110,110,5501b20bce17c917795f6589,"516 Green StreetSan Francisco, CA  94133",1.0,5.0,4.6,Baonecci Ristorante,"Pizza A: If your into thin crust pizza this is the place. Homemade pasta, meat sauce, and pesto are also great. 

Service D- go early because they will ignore you and you will wait for an annoying long time. And will get no service in between ordering food and along for the ticket 1.5 hours later,

 The lasagna C: meh, very greasy and unfavorable",348,Excellent thin crust pizza!,102148,3.0,http://www.opentable.com/baonecci-ristorante?rid=102148&tab=2&page=1
111,111,5501b20bce17c917795f658a,"516 Green StreetSan Francisco, CA  94133",5.0,5.0,4.6,Baonecci Ristorante,"This was our 1st time here (tried to go back again on Sunday, but they were closed).  The homemade pasta was great, as well as the eggplant parmigiana.  This is a family business & everyone was wonderful.  Definitely recommend this.",232,loved Baunecci,102148,4.0,http://www.opentable.com/baonecci-ristorante?rid=102148&tab=2&page=2
112,112,5501b20bce17c917795f658b,"516 Green StreetSan Francisco, CA  94133",5.0,5.0,4.6,Baonecci Ristorante,"The atmosphere transported me back to Italy. You felt as though instead of Thank you , you should be saying Grazie. We got a pizza and it was delicious! The location is just off the main strip, easy to get to and some shops to visit while you are in the area. I would definitely return.",286,Pure Italian,102148,4.0,http://www.opentable.com/baonecci-ristorante?rid=102148&tab=2&page=3
113,113,5501b20bce17c917795f658c,"516 Green StreetSan Francisco, CA  94133",5.0,5.0,4.6,Baonecci Ristorante,"The best Italian experience and food in North Beach. Spent 2 hours enjoying a wonderful relaxed lunch in this quaint unassuming cafe. The Italian mother rocks.... Italy's loss, San Francisco's gain!",198,"loved, loved, loved!",102148,4.0,http://www.opentable.com/baonecci-ristorante?rid=102148&tab=2&page=4
114,114,5501b20ece17c917795f6599,"2170 Mission StreetSan Francisco, CA  94110",4.0,4.0,4.2,Southpaw BBQ,"All the food tasted fresh and cooked with love. The caramelized brussel sprouts with bacon was my favorite side dish out of the four we tried (mac and cheese, baked beans, coleslaw were the others). The pan fried catfish was cooked to perfection and was seasoned to let the fish shine. It was the only main dish we ate. Washed it all down with a prohibition ice tea which I also reccomend. All for less then 65 bucks with the tip! Great find, close to Bart, reasonably priced- I have already told all my friends about it. I would go back just to try some more side dishes but I would still order the brussel sprouts again!",622,Southern BBQ with Bay Area urban flair,102160,4.0,http://www.opentable.com/southpaw-bbq?rid=102160&tab=2&page=1
115,115,5501b20ece17c917795f659a,"2170 Mission StreetSan Francisco, CA  94110",1.0,1.0,4.2,Southpaw BBQ,"My wife and I thought it would be a good idea to check out the first ""Bluegrass Brunch."" We had received information about it through a promotional electronic mail message. When we arrived, the place was unbearably loud; and one of the dishes listed in the electronic mail (the one that interested us the most) was not even being offered. There are too many better alternatives in the MIssion for us to think about returning.",425,Left as soon as we arrived,102160,1.0,http://www.opentable.com/southpaw-bbq?rid=102160&tab=2&page=2
116,116,5501b20ece17c917795f659b,"2170 Mission StreetSan Francisco, CA  94110",4.0,3.0,4.2,Southpaw BBQ,"I ordered the dry rub pork ribs and it was a bit too dry. Yes there should be some texture and slight charring, but I believe the ribs are sitting around a bit too long under heat and being dried out. The sides I ordered, potatoes and sauted mushrooms were o.k. However, the staff was very friendly and took care of everything.",328,Dry salty meat.,102160,2.0,http://www.opentable.com/southpaw-bbq?rid=102160&tab=2&page=3
117,117,5501b219ce17c917795f65d0,"1715 Union St.San Francisco, CA  94123",5.0,5.0,4.5,Pane e Vino Trattoria,"Chef Bruno is always terrific..the food is outstanding, the service if warm, friendly and efficient (this time Dario was better than ever
I love it1",148,!Best food on Union St,102271,5.0,http://www.opentable.com/pane-e-vino-trattoria?rid=102271&tab=2&page=1
118,118,5501b219ce17c917795f65d1,"1715 Union St.San Francisco, CA  94123",5.0,5.0,4.5,Pane e Vino Trattoria,"First time at this restaurant with relatives visiting out of state.  Food, and service was 5 plus stars.  They seated us early, even though our whole party wasn't present and served toe cake we brought with a smile.  All meals ordered were excellent and service couldn't have been better.  Would definitely return.",314,5 Star experience!,102271,5.0,http://www.opentable.com/pane-e-vino-trattoria?rid=102271&tab=2&page=2
119,119,5501b21ace17c917795f65d2,"1715 Union St.San Francisco, CA  94123",5.0,5.0,4.5,Pane e Vino Trattoria,"We have been dining here for over 20 years and the food, service and ambience is always great. Probably eat here 2-3 times a month.",131,Always Great,102271,5.0,http://www.opentable.com/pane-e-vino-trattoria?rid=102271&tab=2&page=3
120,120,5501b21ace17c917795f65d3,"1715 Union St.San Francisco, CA  94123",4.0,5.0,4.5,Pane e Vino Trattoria,"never disappoints - love the food - and Carlos is a gracious host.

thank you",77,never disappoints - love the,102271,5.0,http://www.opentable.com/pane-e-vino-trattoria?rid=102271&tab=2&page=4
121,121,5501b21ace17c917795f65d5,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,5.0,4.4,Scoma's Restaurant,"This 50 year old establishment is certainly has great seafood, and the server Sal was great. This place evidently is being remodeled, and we can certainly see the need. The decor is a little tired, but all in all a Great meal.",226,Great Seafood!,102280,4.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=1
122,122,5501b21ace17c917795f65d6,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",4.0,5.0,4.4,Scoma's Restaurant,Fantastic food. Seafood was very fresh and signature choices were just that. Building is slightly tited these days but everything was wonderful.,144,Wonderful,102280,4.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=2
123,123,5501b21bce17c917795f65d7,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",3.0,2.0,4.4,Scoma's Restaurant,Shellfish Saut used to be great. Changed now. Rice and creamy sauce not good. Don't mess with a sure winner. Leave it like it has been for years.,146,Extremely disappointed.,102280,4.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=3
124,124,5501b21bce17c917795f65d8,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",1.0,1.0,4.4,Scoma's Restaurant,"Went here Sunday as my fiance was craving it as he was wanting the experience he had years ago with great food with a scenic view as it supposed to be an SF icon. Icon perhaps, great food not so much.
We sat down to be served by David although it was a change of shift so our new server would be Andrew. We ordered the Hot Sampler trio that was good though not necessarily worth the $29.00 price tag for our entrees we ordered the Pasta Diplomatica with a marinara base, good flavor yet seemed to be no clams. Also ordered the roasted beet salad with a side of the brussel sprouts & crispy pancetta plus the child's marinara spaghetti. The brussel sprouts didn't seem to be thoroughly cooked and the pancetta seemed to be bacon neither of which were crispy. Pretty sure we could have done a better job at  home and the flavor of the food was lacking as it had an undertone of metal to it.
Andrew was pleasant although annoying at the same time, he was constantly standing over us or talking to us about our baby not letting us enjoy a peaceful meal. Each time I looked up he was at our table again, just wanted him to go away. This made for a rather unpleasant experience & to top it off for an overpriced meal this is the last time we go here.",1244,Went here Sunday as my fiance was cravin...,102280,2.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=4
125,125,5501b21bce17c917795f65d9,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,4.0,4.4,Scoma's Restaurant,"Hi 
Haven't been there in a long time. Service was great! :)",60,Hidden Gem,102280,5.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=5
126,126,5501b21bce17c917795f65da,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",2.0,2.0,4.4,Scoma's Restaurant,"upon entering you get this smell in your nose, its your grandparents house, yes it smells like that. was crowded but with older local patrons. we were asked if we wanted a window table, we said yes, we got a table looking over rickity boats and beat up shacks. broken bottles were on pier outside our window. this is a seafood rest. without crab, no mashed potatoes. ordered steak medium well, came very well done and burnt. wife had three course meal for $40.00, the main course was a small piece of fish so small she ate it in four bites. I asked waiter to turn up music, he said it was broken. wine was pricy, menu limited, was down an alley onto a dark lit pier. building was 1950's. I would not recommend this, would not go back. disappointing.",749,Scoma disappointed,102280,1.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=6
127,127,5501b21cce17c917795f65db,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",4.0,4.0,4.4,Scoma's Restaurant,"If you love seafood then you can't go wrong here. It is a bit on the pricey side but it's worth it. Fantastic service & the clam chowder is to die for, not to mention the lobster ravioli... Really enjoyed our evening here.",222,Fabulous seafood & great service,102280,4.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=7
128,128,5501b21cce17c917795f65dc,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",4.0,2.0,4.4,Scoma's Restaurant,"Scoma's came highly recommended, but I felt like they just want to turn the tables around to seat more people because it is so popular. 
My halibut was dry and very ordinary. My husband had the seafood saut which was very good. Our waiter did not tell us about all the specials, as I overheard another waiter mentioning other specials to diners that we were not even told about. I think Scoma's relies on their location and name, and the food is highly overrated. hVing said that, our waiter was attentive, and our wine glasses were always full! Disappointing though. Didn't meet our expectations",597,LandB,102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=8
129,129,5501b21cce17c917795f65dd,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,5.0,4.4,Scoma's Restaurant,"The food was excellent, and the service really outstanding. They were not only well trained in serving, they were warm and friendly, but never intrusive.",153,You really should try it,102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=9
130,130,5501b21cce17c917795f65de,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",1.0,2.0,4.4,Scoma's Restaurant,"The service was slow, took a long time just to see a waitress; the wine was good and priced reasonable; the food was not great, in fact 2 of the 4 in our party sent theirs back and it was taken off our bill. It's a tourist haven on the water. Many better restaurant choices and the tables are bunched together",309,Mediocre,102280,1.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=10
131,131,5501b21cce17c917795f65df,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",1.0,3.0,4.4,Scoma's Restaurant,"I was sadly disappointed on my last visit. The food was good (not great) but the service was lacking.  The waiter obviously forgot to put in our dinner order and we waited for a very long time before he realized that we still hadn't eaten and tables around us were leaving.  He offered a bowl of soup while we waited but we'd already been waiting so long, we just wanted to get our dinner and get out.  Even after we ate it was hard to find the waiter. 

It just wasn't as good as I remember.",492,A little disappointed,102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=11
132,132,5501b21dce17c917795f65e0,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",2.0,2.0,4.4,Scoma's Restaurant,"The seafood was hands down amazing as were the appetizers. However I ordered a $40 plate of what I thought was sample seafood. However it was more of a goulosh over rice (??) and a side of over cooked pasta. With such fresh seafood I want scallops and lobster sans a creamy sauce. 

Sum up, fresh tasty seafood but beware of how you ask for it. And don't let the waiter bully you!",380,Fresh seafood,102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=12
133,133,5501b21dce17c917795f65e1,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,5.0,4.4,Scoma's Restaurant,"Had a good sense that we were to experience a legendary San Francisco seafood restaurant and all our expectations were completely satisfied.  The service, knowledge and recommendations of menu, and extreme satisfaction with our entire meal, made for a wonderful memory and desire to revisit Scoma's upon return to the city - on pleasure or business.",349,Scoma's Exceeds Expectations,102280,5.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=13
134,134,5501b21dce17c917795f65e2,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,5.0,4.4,Scoma's Restaurant,Our favorite place for dinner every time we come to San Francisco.,66,Always great,102280,5.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=14
135,135,5501b21dce17c917795f65e3,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",4.0,4.0,4.4,Scoma's Restaurant,The tables were a bit too close together. You can hear everyone's conversation around you.,90,Tables,102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=15
136,136,5501b21ece17c917795f65e4,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,5.0,4.4,Scoma's Restaurant,"This Restaurant hasn't changed since we ate there the last time which was 33 years ago. This restaurant is very hard to just show up and get a table you have to plan ahead and make a reservation. Scoma's is the place to eat when you are in the Bay, even traveling thru like we were. layover at SFO.",298,Anniversary to remember,102280,5.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=16
137,137,5501b21ece17c917795f65e5,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,5.0,4.4,Scoma's Restaurant,"We started at the bar had a drink. Lots of tourist and definitely glad we booked a table 1st because the waitlist was huge! I would not suggest run in for a table.

The clam chowder was every bite full of clams. Battered Calamari melted in our mouths and hardly any batter, all meat. Our seafood pasta in cream sauce was superb. So much seafood and the white sauce was fabulous! Even out Blackberry Sorbet which the waiter recommended was the right ending to clean our palate after such a reach dinner. Oh and the garlic bread, is out of this world!",549,Great for Seafood Lovers,102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=17
138,138,5501b21ece17c917795f65e6,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,4.0,4.4,Scoma's Restaurant,"Scoma's is quaint and romantic, located right on the pier. Our server, SAL, was EXCEPTIONAL. The food was very good. I initially ordered the crab risotto but it was more of a tomato based sauce which I'm not a fan of. I wasn't planning on eating but Sal insisted and the executive chef made me a pasta dish tailored to my likes (shrimp, crab, mushrooms, garlic, cream sauce) and it was FANTASTIC!!! The other 3 people dining with me ate every last bite of their seafood entree. HIGHLY ReCOMMENDED!!!",499,EXCEPTIONAL SERVICE AND GREAT FOOD!,102280,4.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=18
139,139,5501b21ece17c917795f65e7,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,4.0,4.4,Scoma's Restaurant,"I had heard fantastic things about Scoma but it was way beyond my expectations.

The food was fabulous and the service was flawless.

I would like send a THANK you to the hostess and her team.

My original reservation was for 2 people at 6 pm but at the last minute my group increased to 16 at 6:30 pm and without missing a beat they were able to accommodate all of us. Bravo",375,Outstanding Service & Food,102280,4.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=19
140,140,5501b21ece17c917795f65e8,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,5.0,4.4,Scoma's Restaurant,"Scoma's is consitently EXCELLENT !
The staff is always attentive and friendly.
The food is always awesome and generous. Try the roasted garlic crab during crab season (served in the shell). Yum!
PLUS: The location is great and they have free valet parking out on the pier (you do need to tip!)...but this is a good value on its own, too.",337,"Excellent, as usual !",102280,4.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=20
141,141,5501b21fce17c917795f65e9,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,5.0,4.4,Scoma's Restaurant,"We have ordered other fish here that is very good, but always go back to the salmon- fresh as you have ever tasted and grilled to perfection. Attentive and professional service. Great view and ambiance of being on the pier, surrounded by fishing boats.",252,Best Salmon,102280,4.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=21
142,142,5501b21fce17c917795f65ea,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",4.0,2.0,4.4,Scoma's Restaurant,"I visit the Bay Area once or twice a year and Scoma's was always on the to do list, well, not so much anymore with all the other classic choices on the Wharf. For some reason the past few visits the food just wasn't what it used to be. Spring, Summer and now Fall. Service is great, view is unbeatable, Scoma's is truly a classic, but the food just isn't up to what it was. Cutting costs, availability?? Who knows.",414,PAST FAVORITE,102280,4.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=22
143,143,5501b21fce17c917795f65eb,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",4.0,3.0,4.4,Scoma's Restaurant,"This seems to be a very popular restaurant and around for a long time.
The servings are huge and the food is of good quality. If you have a huge appetite an excellent choice. If you are looking for something a bit more upscale quality wise there may be better options",267,seafood,102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=23
144,144,5501b21fce17c917795f65ec,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",2.0,3.0,4.4,Scoma's Restaurant,"Scoma's may be great for people who love large portions of food. I had the grilled shrimp and scallops, which was a bit blend. It was served it with Rice and Mashed potatoes and some vegetables. Rice and potatoes in the same dish??? My husband had the Dungeness Crab which was delicious. You could compare this restaurant with a Macaroni Grill with larger prawns. It is quite expensive for the whole ambience and atmosphere...and the ""unsophisticatedness"". I would not go back, but I am sure that many people go back again and again.",533,Good but not my style,102280,2.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=24
145,145,5501b220ce17c917795f65ed,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,2.0,4.4,Scoma's Restaurant,"I don't think anyone would say that Scoma's seafood isn't the freshest you could offer- it was outstanding. Unfortunately there was too much on the plate in an old school style that isn't what people want anymore. My scallops were fantastic but were served with pasta AND rice (?) and an overdone vegetable mix, and I looked over and saw other people's plates were the same! I would like to see a little more thought, care and creativity put into the sides and the presentation at those prices. It was crowded and we felt rushed out, although we had made reservations. The place is obviously dearly loved- two people told me to go there as it is so iconic, and our taxi driver was thrilled to take us there. They must be doing something right....",746,"Good seafood, sides need work",102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=25
146,146,5501b220ce17c917795f65ee,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,4.0,4.4,Scoma's Restaurant,The food was every good. The service was amazing! The overall resturant was beautiful I would go back again I had the whole fish it's cooked in the pizza oven. And I LOVED IT!!,176,Wonderful,102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=26
147,147,5501b220ce17c917795f65ef,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",3.0,4.0,4.4,Scoma's Restaurant,It had been several years since dining at Scoma's. Our food was excellent and the service good. I had seafood and pasta in a cream sauce. It was very good. My ratings reflect that Scoma's bumps up the pricing because they can. While I rate the overall dining experience favorably it is pricey compared to other good alternatives.,329,Tasting Scoma's again,102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=27
148,148,5501b220ce17c917795f65f0,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,4.0,4.4,Scoma's Restaurant,Best clam chowder I have ever had! We flew in from Chicago for a special birthday trip in wine country in Napa CA. This was a perfect lunch spot. We all had the clam chowder and agreed it was the best. The Crab cakes and scallops were also excellent. Our waiter 'Hero' was terrific.,282,Best clam chowder I have ever,102280,3.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=28
149,149,5501b221ce17c917795f65f1,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",3.0,3.0,4.4,Scoma's Restaurant,A very expensive seafood place at Fisherman's Wharf. The crab salad was good as the crab was very fresh. The sand dabs were a bit leaden as though they had taken up some grease from the griddle. The pasta with the fish was pedestrian but the mixed vegetables were properly done.,278,A very expensive seafood place,102280,2.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=29
150,150,5501b221ce17c917795f65f2,"1 Al Scoma WayPier 47, Fisherman's WharfSan Francisco, CA  94133",5.0,5.0,4.4,Scoma's Restaurant,"Came from the East Bay area by BART and Cable Car to meet my Newspaper Owner friend from Michigan and her Chicago attorney son & his fiance-- We Had a delightful lunch - with excellent seafood and Great service. I accidently forgot my camera; However, Elaine, from Scoma's Office, was kind enough to overnight it to me at no Expense to me!! Now that's good service.!! I Love Scomas!!",383,Love Scomas,102280,5.0,http://www.opentable.com/scomas-restaurant?rid=102280&tab=2&page=30
151,151,5501b221ce17c917795f65f4,"4001 Judah St.San Francisco, CA  94122",5.0,5.0,4.3,Outerlands,"The menu is changing all the time! We enjoy going every few months to see what is new and exciting on the menu, and the food is always delicious!!",146,Outerlands,102289,5.0,http://www.opentable.com/outerlands?rid=102289&tab=2&page=1
152,152,5501b221ce17c917795f65f5,"4001 Judah St.San Francisco, CA  94122",5.0,5.0,4.3,Outerlands,"Really cool restaurant. Hidden secret. Superb food. Excellent service and atmosphere. San Francisco restaurants are good but not many have the WOW factor and this does. You have to be patient with booking but it pays off. It is an all day restaurant and at lunch time it is worth just dropping in. South of Market is getting a bit old hat so it is pleasant to find this place.

Ian Paget",387,Outerlands Review 10th October,102289,5.0,http://www.opentable.com/outerlands?rid=102289&tab=2&page=2
153,153,5501b221ce17c917795f65f6,"4001 Judah St.San Francisco, CA  94122",4.0,5.0,4.3,Outerlands,"I think I dreamt about the sunchokes, they were that good. The soup was also a winner - a good-size portion, amazing flavors and warm on a cold outer sunset night. The bread is a must - try it with one of the cheese. The only downside to Outerlands is that the wines by the glass are mediocre at best. Opt for beer or cocktails, though and you'll have an incredible experience overall.
I wish they didn't ask for a credit card to hold the a reservation.
Parking is sometimes a bit tough but we've always had good luck one block over on Kirkham.
We'll definitely be back.",570,Delicious!!,102289,4.0,http://www.opentable.com/outerlands?rid=102289&tab=2&page=3
154,154,5501b221ce17c917795f65f7,"4001 Judah St.San Francisco, CA  94122",4.0,4.0,4.3,Outerlands,"I had heard and read nothing but great things about Outerlands, so I was delighted to try it. I think the restaurant will benefit from expanding into the space next door. Maybe it's just me, but I thought the tables were kind of cramped (hobbit-like). Someone taller than 6 feet would probably feel like they were sitting at the kids' table. That quibble aside, our waitress was very professional and helpful. I liked that she gave us plenty of time to settle in and look at the menu. My entree, local King salmon, arrived as a beautiful tableau and tasted as good as it looked. My cousin had the soup (sweet potato) and two vegetable sides. Fabulous parsnips, an under-appreciated vegetable. Someone should rethink herbs in every dessert.",739,I had heard and read nothing,102289,3.0,http://www.opentable.com/outerlands?rid=102289&tab=2&page=4
155,155,5501b316ce17c917795f6a98,"2282 Mission StreetSan Francisco, CA  94110",5.0,5.0,4.1,Mission Street Oyster Bar & Seafood Restaurant,"Oysters tasted incredibly fresh, cioppino and whole dungeness crab were delicious. We're always surprised this place isn't packed though, since the food is excellent. Pleasant, fast and professional service. Can't wait to go back!",230,Solid as a rock!,103363,4.0,http://www.opentable.com/mission-street-oyster-bar-and-seafood-restaurant?rid=103363&tab=2&page=1
156,156,5501b316ce17c917795f6a99,"2282 Mission StreetSan Francisco, CA  94110",3.0,4.0,4.1,Mission Street Oyster Bar & Seafood Restaurant,"I'm glad to have a good seafood option in the Mission! And, I have to admit...we'd had a few beers before coming to dinner here. But, that didn't stop us from enjoying our meal (cioppino & garlic crab). The only complaint I had relates more to the fact that we chose to come here on Valentine's Day - everybody wants to be out this night & as a result service (slightly) and seating suffered. I'd definitely come here again, esp on a night that wasn't so popular.",463,Buzzed Valentine's dinner,103363,2.0,http://www.opentable.com/mission-street-oyster-bar-and-seafood-restaurant?rid=103363&tab=2&page=2
157,157,5501b317ce17c917795f6a9a,"6439 California StreetSan Francisco, CA  94121",5.0,5.0,4.5,Tal-Y-Tara Tea & Polo Shoppe,A true unpretentious english afternoon tea. The motor loaf (homemade bread) sandwiches are soooo much better than your average white bread. Great variety of fillings and every tea variety you could imagine. Loved the Scottish and the infused honey fig tea.,256,Fabulous tea time,103366,5.0,http://www.opentable.com/tal-y-tara-tea-and-polo-shoppe?rid=103366&tab=2&page=1
158,158,5501b317ce17c917795f6a9b,"6439 California StreetSan Francisco, CA  94121",5.0,5.0,4.5,Tal-Y-Tara Tea & Polo Shoppe,"Finally a good tea place! Though the decor is slightly surprising (in a store), the food is delicious. They make their own loaves, which makes it so much better. I've been to fancier and more expensive places that don't make their own food. The sandwiches are very moist and tasty. The scones are really good and the tea is delicious. Great service and very nice people. Though it way out of my way, i prefer Tal-Y-Tara to a fancier place that's only 3 blocks away from me. I would highly recommend it.",502,Very nice place,103366,4.0,http://www.opentable.com/tal-y-tara-tea-and-polo-shoppe?rid=103366&tab=2&page=2
