,Unnamed: 0,Unnamed: 0.1,_id,address,ambience_rating,food_rating,rating,rest_name,review,review_length,review_title,rid,service_rating,url
723,723,723,5501c9644b4f031faba439d6,"3640 Sacramento StSan Francisco, CA  94118",4.0,5.0,4.5,Spruce,The food was aas good as the hype.  The decor was very attractive.  Very much enjoyed the lunch. Plan to return soon.,117,The food was aas good as the,13591,4.0,http://www.opentable.com/spruce?rid=13591&tab=2&page=43
724,724,724,5501c9644b4f031faba439d7,"3640 Sacramento StSan Francisco, CA  94118",1.0,4.0,4.5,Spruce,"The service was very poor and inattentive. Our  wait person was dismissive and  we had to eventually approacha head wit person maitre de to inquire about our lunch.
Service was a real turn-off although the food was quite good.",227,The service was very poor,13591,3.0,http://www.opentable.com/spruce?rid=13591&tab=2&page=44
725,725,725,5501c9644b4f031faba439d8,"3640 Sacramento StSan Francisco, CA  94118",5.0,4.0,4.5,Spruce,"The food, service, and wait-person were absolutely wonderful!  This was my second dining experience, but the first for my family.  Each occasion was delightful!

Please keep up the good work.

Philip M. Smith",212,"The food, service, and wait-person",13591,5.0,http://www.opentable.com/spruce?rid=13591&tab=2&page=45
726,726,726,5501c99d4b4f031faba43b08,"198 Guerrero St.San Francisco, CA  94103",4.0,4.0,4.4,Mission Beach Cafe,"What a great surprise...an unimposing corner restaurant with delicious, inventive food, good service and ""over the top"" pie for dessert...we'll be back!",152,Great!,13636,4.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=1
727,727,727,5501c99e4b4f031faba43b09,"198 Guerrero St.San Francisco, CA  94103",5.0,5.0,4.4,Mission Beach Cafe,These burgers will take you to another place. I keep coming back for more. The ingredients in all the food is fresh and interesting. I particularly liked the fried capers in the hamachi appetizer for a salty crunch. As well as the parsnip chip topped Brussel sprouts. YUMMM YUMMM,279,Amazing Burger!!,13636,5.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=2
728,728,728,5501c99e4b4f031faba43b0a,"198 Guerrero St.San Francisco, CA  94103",4.0,5.0,4.4,Mission Beach Cafe,"The fun small restaurant was recommended to us. We had a great meal, lots of fun and enjoyed checking out this neighborhood.
I highly recommend it. We almost stopped back later for dessert when we saw it was still open - but still happily full from the main meal.",263,Fun Neighborhood Restaurant,13636,3.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=3
729,729,729,5501c99e4b4f031faba43b0b,"198 Guerrero St.San Francisco, CA  94103",5.0,5.0,4.4,Mission Beach Cafe,"I had the most wonderful birthday dinner experience here. I don't usually stay at any restaurant for more than an hour and a half max, but my party stayed for over 2 hours because we were having such a lovely time.
The staff paid the perfect amount of attention and I can't even begin to explain how delicious the food was.
One of the best dinners I have had in a really long time!",381,I had the most wonderful birthday,13636,5.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=4
730,730,730,5501c99e4b4f031faba43b0c,"198 Guerrero St.San Francisco, CA  94103",4.0,5.0,4.4,Mission Beach Cafe,"I can't believe we've lived a few blocks away for nearly 2 years and haven't been here before! The place has a nice open architecture with really high ceilings and windows. The food is very nicely prepared by chefs who clearly know what they are doing. The pork dish was absolutely delightful, each bite melting in my mouth. When we arrived at 7, less than half the seats were taken. By the middle of our meal, I think every seat had a happy diner seated there. The only reason I gave 4 stars for service is that when the place was full, the always friendly staff could have used some more help. But everyone was helping out, I think we had 4 different people serve us throughout the evening.",692,How did we miss this place?,13636,5.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=5
731,731,731,5501c99f4b4f031faba43b0d,"198 Guerrero St.San Francisco, CA  94103",3.0,3.0,4.4,Mission Beach Cafe,My biggest comment is the menu on their website was very different than the one currently in use....Otherwise it was an OK experience.,134,My biggest comment is the,13636,3.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=6
732,732,732,5501c99f4b4f031faba43b0e,"198 Guerrero St.San Francisco, CA  94103",1.0,3.0,4.4,Mission Beach Cafe,"Seriously, I had such a bad experience here for dinner. Have gone here multiple times for breakfast and brunch but, wow, dinner was terrible. We were maybe the 5th table seated for dinner service with another 5-6 tables that came in after us. Not sure what was going on with the kitchen and the food expediting but people's apps and entrees took FOREVER to be served. Not only that, they came out in the most random order, the people who came in after us were served before the people who came in before us. We were actually served last!! The server was hardly apologetic and didn't check in on us often enough to make us feel like there was a legitimate delay with the food, nor did he try to get our food to us quickly. NO TIP FOR YOU!",737,Terrible for dinner,13636,3.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=7
733,733,733,5501c99f4b4f031faba43b0f,"198 Guerrero St.San Francisco, CA  94103",5.0,5.0,4.4,Mission Beach Cafe,Amazing food. Innovative but still with neighborhoody feel to the place.,72,Amazing food. Innovative but,13636,5.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=8
734,734,734,5501c99f4b4f031faba43b10,"198 Guerrero St.San Francisco, CA  94103",4.0,3.0,4.4,Mission Beach Cafe,"This is a great neighborhood spot, but unfortunately their wine list is really bad. It's really almost inexcusable considering the price point on the food, and the extensive amount of good wine available here in Northern California. The biggest problem is that not only is the wine list bad, all the wines are overpriced for the quality offered. I'd gladly pay $12 for a glass of decent wine, but it needs to be decent. Their wine choices are poor, and have been since they opened. If they're going to serve subpar wines, at least offer it at cheap prices. OR better yet, get a GOOD wine program. We live near enough to the restaurant, that if we invite friends to join us for dinner there, we start at our place with GOOD wine first.",734,This is a great neighborhood,13636,3.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=9
735,735,735,5501c99f4b4f031faba43b11,"198 Guerrero St.San Francisco, CA  94103",5.0,4.0,4.4,Mission Beach Cafe,"Warm, attentive server, able to accomodate late arriving members of our party. Creative and flavorful entrees, superb salads and excellent wine recommendations. We appreciated the friendly, attitude-free service and loved that the noise level was low enogh that we could converse comfortable. Liked the cozy decor and lighting and the seasonally based menu. Highly recommend!",375,"Warm, attentive server, able",13636,4.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=10
736,736,736,5501c9a04b4f031faba43b12,"198 Guerrero St.San Francisco, CA  94103",5.0,3.0,4.4,Mission Beach Cafe,Best service that I've had in San Francisco. Our server was amazing - he went through the menu with us and let us try a wine before we purchased a bottle.,154,Best service that I've had,13636,4.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=11
737,737,737,5501c9a04b4f031faba43b13,"198 Guerrero St.San Francisco, CA  94103",5.0,4.0,4.4,Mission Beach Cafe,"The food was great. It was best service we have had in a long time. A very memorable meal! Anthony was our waiter. Also, met the owner. He was very nice.",153,The food was great. It was,13636,4.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=12
738,738,738,5501c9a04b4f031faba43b14,"198 Guerrero St.San Francisco, CA  94103",5.0,5.0,4.4,Mission Beach Cafe,"Mission Beach Cafe is a beautiful, new restaurant with a changing menu full of unique and delicious flavors. It has a small, intimate feel and a quiet atmosphere that was the perfect backdrop for a pre-Valentines dinner for two.

Pastry chef and co-owner Alan Carter is a genius with his desserts, pies, and collection of pastries. His Manhattan Blackout Cake was unbelievable and his pie is to die for. Mission Beach Cafe is highly recommended.",445,"Mission Beach Cafe is a beautiful,",13636,5.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=13
739,739,739,5501c9a04b4f031faba43b15,"198 Guerrero St.San Francisco, CA  94103",2.0,3.0,4.4,Mission Beach Cafe,"Good neighborhood restaurant for a casual dinner out, but a Saturday night date spot this is not",96,Good neighborhood restaurant,13636,3.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=14
740,740,740,5501c9a04b4f031faba43b16,"198 Guerrero St.San Francisco, CA  94103",5.0,4.0,4.4,Mission Beach Cafe,Service was superior. We had a stroller which they were able to accommodate. The food was excellent. We've never had anything but great food and service at Mission Beach Cafe.,175,Service was superior. We had,13636,4.0,http://www.opentable.com/mission-beach-cafe?rid=13636&tab=2&page=15
741,741,741,5501c9aa4b4f031faba43b41,"300 Precita AvenueSan Francisco, CA  94110",3.0,2.0,4.2,Hillside Supper Club,Menu included strange items like head cheese and cocoa infused pasta. Not a lot of incredibly appealing options IMHO.,117,"small, strange menu",136495,4.0,http://www.opentable.com/hillside-supper-club?rid=136495&tab=2&page=1
742,742,742,5501c9aa4b4f031faba43b42,"300 Precita AvenueSan Francisco, CA  94110",5.0,5.0,4.2,Hillside Supper Club,"Love this place for it's great combination of local food, relaxed but attentive service and great atmosphere, tucked into a residential neighborhood in Bernal Heights",166,great neighborhood place,136495,5.0,http://www.opentable.com/hillside-supper-club?rid=136495&tab=2&page=2
743,743,743,5501c9aa4b4f031faba43b43,"300 Precita AvenueSan Francisco, CA  94110",5.0,4.0,4.2,Hillside Supper Club,"Had a fantastic experience! Great, out-of-the-way SF gem.",57,We will be back!,136495,4.0,http://www.opentable.com/hillside-supper-club?rid=136495&tab=2&page=3
744,744,744,5501c9c14b4f031faba43bb7,"123 2nd StreetSan Francisco, CA  94105",5.0,5.0,3.7,North India Restaurant,"I was looking for Indian food and this place was great. Chicken tikka was perfect, and their naan was amazing",109,Great Indian food,136987,5.0,http://www.opentable.com/north-india-restaurant?rid=136987&tab=2&page=1
745,745,745,5501ca834b4f031faba43f94,"648 Bush StreetSan Francisco, CA  94108",5.0,4.0,4.2,Game,"Having visited their first restaurant, Allspice in San Mateo, numerous times, we looked forward to dinner at Game. Other than the fact that there were few other people there, it did not disappoint.  Sachin continues to concentrate on unique combinations of flavors and textures, this time with game as the centerpiece and the presentations are all beautiful.  I have no doubt it will soon be as difficult to secure a table as it is at Allspice!",444,Another winner for Sachin and Shoshana,139123,5.0,http://www.opentable.com/game-restaurant?rid=139123&tab=2&page=1
746,746,746,5501ca9e4b4f031faba44033,"2223 Market StreetSan Francisco, CA  94114",4.0,5.0,4.1,Pesce,Love to come here to share the great small plates. Favorites are the scallops.,78,Always Great Food,139375,4.0,http://www.opentable.com/pesce-san-francisco?rid=139375&tab=2&page=1
747,747,747,5501ca9f4b4f031faba44034,"2223 Market StreetSan Francisco, CA  94114",5.0,5.0,4.1,Pesce,The restaurant was too loud but the food and service were great.  Lots of interesting small plates.  Desserts were exceptional.,127,Excellent Dining Experience,139375,4.0,http://www.opentable.com/pesce-san-francisco?rid=139375&tab=2&page=2
748,748,748,5501ca9f4b4f031faba44035,"2223 Market StreetSan Francisco, CA  94114",3.0,4.0,4.1,Pesce,The food was great and reminded me of some of many great meals I've had in Venice.  The spicy Tuna Bolognese we excellent.  Nice Italian wine selection also.,157,A taste of Venezia!,139375,3.0,http://www.opentable.com/pesce-san-francisco?rid=139375&tab=2&page=3
749,749,749,5501ca9f4b4f031faba44036,"2223 Market StreetSan Francisco, CA  94114",4.0,4.0,4.1,Pesce,"This is a fine restaurant - just tried the brunch and it was great and under-busy so noise level was no problem.  The lighting at night can be quite dim so those with aging eyes might have trouble reading the menu.  The array of offerings are excellent and delicious, though, so just use your iPhone if you're having trouble.  A high quality restaurant to have in the Castro.",375,Nice to have in the Castro,139375,4.0,http://www.opentable.com/pesce-san-francisco?rid=139375&tab=2&page=4
750,750,750,5501cad54b4f031faba44162,"490 Geary StreetSan Francisco, CA  94102",5.0,4.0,4.2,Aveline,"Very pretty little place.  We received a warm greeting and were seated at a booth.  The Love Letter cocktail was fabulous and I plowed through two.  The Crab Macarons were very nice, generous in size and you receive three.  It had lovely lumps of crab and the toasts on either side made for a lovely crunch.  The Breads & Spreads left a lot to be desired.  Ours had ""nan"" bread (but was obviously not made in a tandoor as there was no lovely char to it and it was too uniformly puffy.  The mini chala were just cakey and dry.  If breads are not your strong point, buy in some good stuff or don't feature it as a menu item at least.  The spread portion was Plugra butter with some apricot olivey tapenade like item.  Again, not floating our boats.  The mains went down a treat though.  My sea bass was the perfect size and the flavors on the plate were lovely.  I enjoyed how they had the separate components of the dish kept separate so that I was able to avoid the bits I don't like which were capers & eggplant.  The lamb shank went down a treat with the boys.  We were so full that we didn't really have any room for dessert so will have to come back again for that.",1169,Pretty,139744,5.0,http://www.opentable.com/aveline?rid=139744&tab=2&page=1
751,751,751,5501cad54b4f031faba44163,"490 Geary StreetSan Francisco, CA  94102",5.0,4.0,4.2,Aveline,They have many interesting dishes on the menu; it was fun to try some of them.,78,fancy,139744,4.0,http://www.opentable.com/aveline?rid=139744&tab=2&page=2
752,752,752,5501cad64b4f031faba44164,"490 Geary StreetSan Francisco, CA  94102",5.0,5.0,4.2,Aveline,"A great experience. An easy walk from our hotel in the Union Square area., we were seated immediately even though we were a few minutes early. Dining area was nice if a bit noisy.
Our waiter, John, was attentive and professional, answering all our questions.
We started with the Crab Macarons, which were delightful. I had the Wagyu beef with charred onions and scallop mousse for my main (paired with Montecillo Gran Reserva 2006), and my wife had the Fried chicken (with kimchi powder, pickled vegetables, red pepper). Both dishes were excellently prepared and quite tasty. Dessert was a deconstructed nectarine parfait-y creation. Overall a wonderful meal. Kudos to Chef Thompson and the staff.",697,Set your course for Aveline,139744,4.0,http://www.opentable.com/aveline?rid=139744&tab=2&page=3
753,753,753,5501cad64b4f031faba44165,"490 Geary StreetSan Francisco, CA  94102",5.0,5.0,4.2,Aveline,"The food was delicious, creative, and beautifully presented! The service was attentive and very pleasant. I already ate there twice, once with a big group and the second time just 2 people, and both times the food and service were outstanding.",243,Delicious!!! Highly Recommend,139744,5.0,http://www.opentable.com/aveline?rid=139744&tab=2&page=4
754,754,754,5501caf74b4f031faba44218,"240 Front StreetSan Francisco, CA  94111",5.0,5.0,3.9,Schroeder's,"First visit since remodel and it was absolutely fantastic. Great food, beer and vibe. Sam, our waitress was knowledgeable and hospitable. Erick the manager was the same. Can't wait to go again.",193,GREAT !!!,139873,5.0,http://www.opentable.com/schroeders?rid=139873&tab=2&page=1
755,755,755,5501caf84b4f031faba44219,"240 Front StreetSan Francisco, CA  94111",3.0,4.0,3.9,Schroeder's,"While it was a great overall experience, the menu selection was very limited; i.e. Brats only one option, for a German restaurant there should be at a minimum three (3) options.  The portions were satisfying for lunch, but the salmon did not state beets were part of the items that came with the dish.  Just little items that need to be worked out but I would definitely go again.",380,"While it was a great overall experience,...",139873,5.0,http://www.opentable.com/schroeders?rid=139873&tab=2&page=2
756,756,756,5501cb864b4f031faba4450f,"222 Mason St.San Francisco, CA  94102",4.0,2.0,3.9,ANZU,"Anzu has a nice quiet room and a present while inconspicuous staff, but the food was relatively unimpressive. ""The Rock"" was an appetizer with a fun approach to ""cook your own beef"", but the portion was smaller than it could have been. A roasted chicken was a little dry and not so interesting. The duck was a small portion and the taste was not as appealing as the same preparation I've had elsewhere. I think that if one knows their way around this menu, they might put together an overall better food experience than we had. Not bad, just not special.",554,"Inconsistent Food, Modest Portions",141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=1
757,757,757,5501cb864b4f031faba44510,"222 Mason St.San Francisco, CA  94102",4.0,3.0,3.9,ANZU,"The Anzu buffet is widely varied so everyone in your group can find things that appeal to them. The only complaint I had was that the gravy was the first thing in the buffet line so you had to go through the line and make your plate and then go back to the beginning to put gravy on your turkey, dressing and potatoes... I told them a few times and they did nothing. They did however assume that I was a lot older and crankier than I looked whereby they responded by giving my group the senior discount... 10 years early.  ;-)",526,Good for groups,141,3.0,http://www.opentable.com/anzu?rid=141&tab=2&page=2
758,758,758,5501cb864b4f031faba44511,"222 Mason St.San Francisco, CA  94102",2.0,4.0,3.9,ANZU,"We went there with our family and were 6 people.  The service to begin was extremely slow.  The person serving us had his mind somewhere else.  Also, noticed since we were 6 and gratuity was automatically included, the service got poorer as the night progressed.  We witnessed other tables of smaller size getting much better service including our waiter who would skip our table even though we needed stuff.

Food on the other hand was very good.  The Salmon and Cod in the main course are delicious, so are the various sushi rolls. Finished with desert which was also very good.  Recommend going in smaller groups to have a decent experience.",644,"Great Food, Bad service",141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=3
759,759,759,5501cb864b4f031faba44512,"222 Mason St.San Francisco, CA  94102",3.0,3.0,3.9,ANZU,"The Hamachi Nigiri was great, but my steak was undercooked (and sent back), and the other food (sushi rolls) was average. Our server was very attentive and thoughtful when *around*, but was fairly scarce and did not check up on us within a reasonable time after we were given our food. Service was slow: our main courses took an hour to get to us which is ridiculous, and their menu was overpriced. Another server who approached me when I couldn't find our waiter, was aloof and spoke with a tone of indifferent annoyance when asking what I needed (white female, top knot'd hair). So overall, we loved the ""look and feel"" of Anzu, but everything else was disappointing. With all of the choices in the SF, we are sad to say we wouldn't return here.",747,Somewhat underwhelming,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=4
760,760,760,5501cb864b4f031faba44513,"222 Mason St.San Francisco, CA  94102",3.0,2.0,3.9,ANZU,Crazy overpriced for brunch. Bill was $200+ for 3 people!,57,Crazy overpriced for brunch. Bill was $2...,141,3.0,http://www.opentable.com/anzu?rid=141&tab=2&page=5
761,761,761,5501cb874b4f031faba44514,"222 Mason St.San Francisco, CA  94102",5.0,5.0,3.9,ANZU,"Anzu's Dine-about-town offering was beautifully presented as well as being delicious. Good value for the money. Would definitely return, whether for lunch, dinner, or cocktails and appetizers.",192,Anzu's Dine-about-town offering,141,5.0,http://www.opentable.com/anzu?rid=141&tab=2&page=6
762,762,762,5501cb874b4f031faba44515,"222 Mason St.San Francisco, CA  94102",5.0,5.0,3.9,ANZU,I had a great evening here. I have been here several times. The service is always excellent. The server Chris and the busser David were a highly effective combo effectively taking care of my party and I. I enjoy this place. The meat is excellent. The fish is filled with flavor and the vibe is happy and joyous. Ten Stars.,322,Sparkely Barkely,141,5.0,http://www.opentable.com/anzu?rid=141&tab=2&page=7
763,763,763,5501cb874b4f031faba44516,"222 Mason St.San Francisco, CA  94102",5.0,5.0,3.9,ANZU,"I started by ordering the 2012 Seaglass, a light white Pinot Gris from Santa Barbara. The heirloom tomato salad was very good and started the meal off nicely. The excellent Misoyaki Black Cod was accompanied by okra, cherry tomato concasse, yamaimo and ginger truffle dashi. I finished with 'The Fog a dessert of dark chocolate cake, banana cream and butterscotch sauce. The presentation was great, with supercooled liquid creating a cloud surrounding the dish.",462,Excellent Meal,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=8
764,764,764,5501cb874b4f031faba44517,"222 Mason St.San Francisco, CA  94102",5.0,5.0,3.9,ANZU,"First time my girlfriend and I dined in a classy restaurant. Hostess directed us to a nice intimate space. And the server Chris has been very attentive. He has recommended sake and soup, and his suggestions did not disappoint. Overall service was outstanding alongside the Steve Tyrell performance that followed. I would definitely like to go back for a nice dinner and performance again!",388,Really satisfying dinner service,141,5.0,http://www.opentable.com/anzu?rid=141&tab=2&page=9
765,765,765,5501cb884b4f031faba44518,"222 Mason St.San Francisco, CA  94102",4.0,3.0,3.9,ANZU,I needed to attange a dinner for 12 people on short notice and Anzu was able to accomodate us. We were seated promptly and the service was excellent. The wine list was good with a reasonable markup. Our group had a mix of the sushi dishes and the western dishes. Everyone seemed pleased but not overwelmed. My husband had sushi and thought the portions were small. I had the filet which was cooked appropriately and seasoned well. The setting was very attractive and there was not a lot of background noise so we were able to converse which we enjoyed.,552,I needed to attange a dinner,141,5.0,http://www.opentable.com/anzu?rid=141&tab=2&page=10
766,766,766,5501cb884b4f031faba44519,"222 Mason St.San Francisco, CA  94102",4.0,3.0,3.9,ANZU,a bit spooky -- emptyish -- for the first 45 mins then it began to fill in. Inconvenient for wheelchair and walker access,121,a bit spooky -- emptyish --,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=11
767,767,767,5501cb884b4f031faba4451a,"222 Mason St.San Francisco, CA  94102",1.0,2.0,3.9,ANZU,"Felt the menu was uninspired, and it was a ghost town at lunch.",63,"Felt the menu was uninspired,",141,1.0,http://www.opentable.com/anzu?rid=141&tab=2&page=12
768,768,768,5501cb884b4f031faba4451b,"222 Mason St.San Francisco, CA  94102",4.0,3.0,3.9,ANZU,I ordered fish and got a portion that must have been 2 ounces. The vegetables described in the menu were miniscule. I thought it was an appetizer when I first saw it. I was starving.,182,I ordered fish and got a portion,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=13
769,769,769,5501cb884b4f031faba4451c,"222 Mason St.San Francisco, CA  94102",5.0,5.0,3.9,ANZU,"The ""Express Lunch"" was a great combo of soup, ahi, etc. It was very delicious and worthwhile! I highly recommend this for lunch.",129,"The ""Express Lunch"" was a",141,5.0,http://www.opentable.com/anzu?rid=141&tab=2&page=14
770,770,770,5501cb894b4f031faba4451d,"222 Mason St.San Francisco, CA  94102",2.0,2.0,3.9,ANZU,The food didnt match the beautiful decor. My fish of Mahi Mahi was so overcooked and tasted like a shoe. They need a new chef. Had to chase down the wait staff for items. Very disappointing. Had breakfast there the next morning and the service was excellent and timely food to table.,283,The food didnt match the beautiful,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=15
771,771,771,5501cb894b4f031faba4451e,"222 Mason St.San Francisco, CA  94102",5.0,4.0,3.9,ANZU,"This place was quite tasty. Filet was excellent, as was the blue cheese butter, scallion potatoes. Excellent service, and the executive chef came to our table to make sure all was well. And it's right off Union Square.",218,This place was quite tasty.,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=16
772,772,772,5501cb894b4f031faba4451f,"222 Mason St.San Francisco, CA  94102",4.0,4.0,3.9,ANZU,"anzu was excellent. your reservation was not in their system, though",68,anzu was excellent. your reservatio,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=17
773,773,773,5501cb894b4f031faba44520,"222 Mason St.San Francisco, CA  94102",5.0,4.0,3.9,ANZU,I love Anzu! The service was outstanding and they were very accommodating to my special diet request. Food was delicious. I can't wait to go back.,146,I love Anzu! The service,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=18
774,774,774,5501cb894b4f031faba44521,"222 Mason St.San Francisco, CA  94102",4.0,3.0,3.9,ANZU,"Went for the brunch hosted by KBLX. Wasn't what I expected. Thought there would be live music. Not worth it for the money. I usually go to HS Lordships in Berkeley and will probably not return to Anzu for their brunch. The ambiance and atmosphere was nice, but the food, while good, wasn't spectacular. $50 not well spent.",322,Went for the brunch hosted,141,5.0,http://www.opentable.com/anzu?rid=141&tab=2&page=19
775,775,775,5501cb8a4b4f031faba44522,"222 Mason St.San Francisco, CA  94102",2.0,3.0,3.9,ANZU,"We went for Dine About Town and for a little office lunch. They screwed up my co-worker and I orders; we ordered the halibut sandwich with fries and received the salads instead. And for a restaurant of that caliber, the service can be better; it's fair, not great. I know, I'm a hard grader.",291,We went for Dine About Town,141,3.0,http://www.opentable.com/anzu?rid=141&tab=2&page=20
776,776,776,5501cb8a4b4f031faba44523,"222 Mason St.San Francisco, CA  94102",5.0,5.0,3.9,ANZU,"ANZU is an excellent restaurant...a very comfortable lounge, nice bar, sushi bar and main dining room. Always reliable and one of my favorite places.",149,ANZU is an excellent restaurant...a,141,5.0,http://www.opentable.com/anzu?rid=141&tab=2&page=21
777,777,777,5501cb8a4b4f031faba44524,"222 Mason St.San Francisco, CA  94102",5.0,5.0,3.9,ANZU,Wonderful food... beautiful restaurant.... excellent service.,61,Wonderful food... beautiful,141,5.0,http://www.opentable.com/anzu?rid=141&tab=2&page=22
778,778,778,5501cb8a4b4f031faba44525,"222 Mason St.San Francisco, CA  94102",4.0,5.0,3.9,ANZU,Everything was excellent. Not for a quick business lunch. More relaxed dining required. Very attentive staff.,109,Everything was excellent.,141,5.0,http://www.opentable.com/anzu?rid=141&tab=2&page=23
779,779,779,5501cb8b4b4f031faba44526,"222 Mason St.San Francisco, CA  94102",5.0,5.0,3.9,ANZU,We went to the Sunday brunch for our wedding anniversary. It wasn't romantic but the food was excellent. It is a bit pricy but I would do it again only for a very special occasion. Best tasting desserts!,203,We went to the Sunday brunch,141,3.0,http://www.opentable.com/anzu?rid=141&tab=2&page=24
780,780,780,5501cb8b4b4f031faba44527,"222 Mason St.San Francisco, CA  94102",3.0,3.0,3.9,ANZU,"I went for their Sunday Brunch. Overall, the food is good, but it is your average brunch entrees, and not too many selections. I expected more being that it was a special occasion, Father's Day. I was also quite disappointed with the small sushi selection, and the quality was not great either, considering that Anzu is a Japanese restaurant. The dimsum selection was also very ordinary and disappointing. I'd say the best part was the flowing champagne and mimosas of which the servers always refilled. Other than that, I was not impressed and would not care to come back for the sunday brunch.",595,I went for their Sunday Brunch.,141,3.0,http://www.opentable.com/anzu?rid=141&tab=2&page=25
781,781,781,5501cb8b4b4f031faba44528,"222 Mason St.San Francisco, CA  94102",5.0,4.0,3.9,ANZU,It was expensive but food was good. My husband and I did not like the duck.,75,It was expensive but food,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=26
782,782,782,5501cb8b4b4f031faba44529,"222 Mason St.San Francisco, CA  94102",3.0,3.0,3.9,ANZU,"It was good; however, when I made the reservation it ask if there is something special or comment. I wrote- It was my birthday and my mother's belated birthday. Now since I wrote that I was expecting a little happy birthday acknowledgement or even a balloon. I didn't get anything and plus my mother mentioned it again when we was being seated still no acknowledgements were given... Not birthday friendly.....

The price should be more clearly stated what is $31 to 50? How do you know what you will be charged. What is the prices basic on?

My bill was $155.00 plus parking stated one price and it was a few dollars more, but I guess my biggest down fall was expecting a birthday song, or a word of acknowledgement for my mom and myself.",739,"It was good; however, when",141,3.0,http://www.opentable.com/anzu?rid=141&tab=2&page=27
783,783,783,5501cb8b4b4f031faba4452a,"222 Mason St.San Francisco, CA  94102",4.0,4.0,3.9,ANZU,"The wagu beef on hot stone was very good and entertaining as well. The black cod with pork belly was melt in your mouth. Last but not least, the apricot creme brulee was heavenly and one of the best I've had in a long time. Notable saki list and if it hadn't been for the show we had to make we would have tried more.",317,The wagu beef on hot stone,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=28
784,784,784,5501cb8c4b4f031faba4452b,"222 Mason St.San Francisco, CA  94102",4.0,5.0,3.9,ANZU,"Consistently awesome sushi at a reasonable price. Upscale restaurant in Hotel Nikko. Service is OK: sometimes great, sometimes dopey.",133,Consistently awesome sushi,141,3.0,http://www.opentable.com/anzu?rid=141&tab=2&page=29
785,785,785,5501cb8c4b4f031faba4452c,"222 Mason St.San Francisco, CA  94102",4.0,4.0,3.9,ANZU,"The restaurant was well located for the Golden Gate Theatre. The setting was lovely and peaceful. We were able to talk without shouting. The servers were efficient and attentive, and knowledgeable about the menu. The food was creative, attractive and very tasty, although my husband remarked that his salmon was a bit overcooked. My lamb was delicious and cooked just right, but another diner thought hers wasn't rare enough. The broccoli rabe was a hit, with lots of garlic and a spicy kick. The side of corn was luscious, and pretty much hoarded by the person who was smart enough to order it. We had a relaxed dinner and didn't feel at all rushed, while still leaving in plenty of time to get to the theatre. We would definitely go back.",740,The restaurant was well located,141,4.0,http://www.opentable.com/anzu?rid=141&tab=2&page=30
786,786,786,5501cb8c4b4f031faba4452d,"222 Mason St.San Francisco, CA  94102",5.0,5.0,3.9,ANZU,"You need to work on this page. As to noise factor, when I place the cursor over a dot, the ""hand"" covers the meaning and I can't reqad it, so I can't rate it!!!!",161,You need to work on this page.,141,5.0,http://www.opentable.com/anzu?rid=141&tab=2&page=31
787,787,787,5501cb8c4b4f031faba4452e,"222 Mason St.San Francisco, CA  94102",2.0,3.0,3.9,ANZU,"I went there with very high hopes but was quite dissappointed. The food was good not great. The waiter had no personality and the services was below average. The restaurant overall had no ambiance, it was a very cold environment and just the typical hotel restaurant.",267,I went there with very high,141,1.0,http://www.opentable.com/anzu?rid=141&tab=2&page=32
788,788,788,5501cb8d4b4f031faba4452f,"222 Mason St.San Francisco, CA  94102",3.0,3.0,3.9,ANZU,"Definitely too pricy, ven if the food was good and well-presented.",66,"Definitely too pricy, ven",141,3.0,http://www.opentable.com/anzu?rid=141&tab=2&page=33
